,age,cageID,larv_adult,larvalTreat,adultTreat,status,sex
2247,26,HP_HP2,HP_HP,HP,HP,1,M
2248,26,HP_HP2,HP_HP,HP,HP,1,M
3043,26,HP_HP2,HP_HP,HP,HP,0,M
696,26,HP_LP1,HP_LP,HP,LP,1,F
697,26,HP_LP1,HP_LP,HP,LP,1,F
698,26,HP_LP1,HP_LP,HP,LP,1,F
699,26,HP_LP1,HP_LP,HP,LP,1,F
700,26,HP_LP1,HP_LP,HP,LP,1,F
701,26,HP_LP1,HP_LP,HP,LP,1,F
702,26,HP_LP1,HP_LP,HP,LP,1,F
703,26,HP_LP1,HP_LP,HP,LP,1,F
727,26,HP_LP2,HP_LP,HP,LP,1,F
728,26,HP_LP2,HP_LP,HP,LP,1,F
729,26,HP_LP2,HP_LP,HP,LP,1,F
1867,26,HP_LP2,HP_LP,HP,LP,0,F
2245,26,HP_LP2,HP_LP,HP,LP,1,M
3042,26,HP_LP1,HP_LP,HP,LP,0,M
678,26,LP_HP1,LP_HP,LP,HP,1,F
679,26,LP_HP1,LP_HP,LP,HP,1,F
680,26,LP_HP1,LP_HP,LP,HP,1,F
681,26,LP_HP1,LP_HP,LP,HP,1,F
682,26,LP_HP1,LP_HP,LP,HP,1,F
683,26,LP_HP1,LP_HP,LP,HP,1,F
684,26,LP_HP1,LP_HP,LP,HP,1,F
714,26,LP_HP2,LP_HP,LP,HP,1,F
715,26,LP_HP2,LP_HP,LP,HP,1,F
716,26,LP_HP2,LP_HP,LP,HP,1,F
717,26,LP_HP2,LP_HP,LP,HP,1,F
718,26,LP_HP2,LP_HP,LP,HP,1,F
719,26,LP_HP2,LP_HP,LP,HP,1,F
720,26,LP_HP2,LP_HP,LP,HP,1,F
721,26,LP_HP2,LP_HP,LP,HP,1,F
722,26,LP_HP2,LP_HP,LP,HP,1,F
723,26,LP_HP2,LP_HP,LP,HP,1,F
724,26,LP_HP2,LP_HP,LP,HP,1,F
725,26,LP_HP2,LP_HP,LP,HP,1,F
726,26,LP_HP2,LP_HP,LP,HP,1,F
2241,26,LP_HP2,LP_HP,LP,HP,1,M
2242,26,LP_HP2,LP_HP,LP,HP,1,M
2243,26,LP_HP2,LP_HP,LP,HP,1,M
2244,26,LP_HP2,LP_HP,LP,HP,1,M
670,26,LP_LP1,LP_LP,LP,LP,1,F
671,26,LP_LP1,LP_LP,LP,LP,1,F
672,26,LP_LP1,LP_LP,LP,LP,1,F
673,26,LP_LP1,LP_LP,LP,LP,1,F
674,26,LP_LP1,LP_LP,LP,LP,1,F
675,26,LP_LP1,LP_LP,LP,LP,1,F
676,26,LP_LP1,LP_LP,LP,LP,1,F
677,26,LP_LP1,LP_LP,LP,LP,1,F
704,26,LP_LP2,LP_LP,LP,LP,1,F
705,26,LP_LP2,LP_LP,LP,LP,1,F
706,26,LP_LP2,LP_LP,LP,LP,1,F
707,26,LP_LP2,LP_LP,LP,LP,1,F
708,26,LP_LP2,LP_LP,LP,LP,1,F
709,26,LP_LP2,LP_LP,LP,LP,1,F
710,26,LP_LP2,LP_LP,LP,LP,1,F
711,26,LP_LP2,LP_LP,LP,LP,1,F
712,26,LP_LP2,LP_LP,LP,LP,1,F
713,26,LP_LP2,LP_LP,LP,LP,1,F
2236,26,LP_LP2,LP_LP,LP,LP,1,M
2237,26,LP_LP2,LP_LP,LP,LP,1,M
2238,26,LP_LP2,LP_LP,LP,LP,1,M
2239,26,LP_LP2,LP_LP,LP,LP,1,M
2240,26,LP_LP2,LP_LP,LP,LP,1,M
765,29,HP_HP1,HP_HP,HP,HP,1,F
766,29,HP_HP1,HP_HP,HP,HP,1,F
767,29,HP_HP1,HP_HP,HP,HP,1,F
768,29,HP_HP1,HP_HP,HP,HP,1,F
769,29,HP_HP1,HP_HP,HP,HP,1,F
770,29,HP_HP1,HP_HP,HP,HP,1,F
849,29,HP_HP2,HP_HP,HP,HP,1,F
850,29,HP_HP2,HP_HP,HP,HP,1,F
851,29,HP_HP2,HP_HP,HP,HP,1,F
852,29,HP_HP2,HP_HP,HP,HP,1,F
853,29,HP_HP2,HP_HP,HP,HP,1,F
854,29,HP_HP2,HP_HP,HP,HP,1,F
855,29,HP_HP2,HP_HP,HP,HP,1,F
856,29,HP_HP2,HP_HP,HP,HP,1,F
857,29,HP_HP2,HP_HP,HP,HP,1,F
858,29,HP_HP2,HP_HP,HP,HP,1,F
859,29,HP_HP2,HP_HP,HP,HP,1,F
860,29,HP_HP2,HP_HP,HP,HP,1,F
861,29,HP_HP2,HP_HP,HP,HP,1,F
862,29,HP_HP2,HP_HP,HP,HP,1,F
863,29,HP_HP2,HP_HP,HP,HP,1,F
864,29,HP_HP2,HP_HP,HP,HP,1,F
865,29,HP_HP2,HP_HP,HP,HP,1,F
866,29,HP_HP2,HP_HP,HP,HP,1,F
867,29,HP_HP2,HP_HP,HP,HP,1,F
868,29,HP_HP2,HP_HP,HP,HP,1,F
869,29,HP_HP2,HP_HP,HP,HP,1,F
870,29,HP_HP2,HP_HP,HP,HP,1,F
2255,29,HP_HP1,HP_HP,HP,HP,1,M
2256,29,HP_HP1,HP_HP,HP,HP,1,M
2278,29,HP_HP2,HP_HP,HP,HP,1,M
2279,29,HP_HP2,HP_HP,HP,HP,1,M
2280,29,HP_HP2,HP_HP,HP,HP,1,M
2281,29,HP_HP2,HP_HP,HP,HP,1,M
2282,29,HP_HP2,HP_HP,HP,HP,1,M
3044,29,HP_HP1,HP_HP,HP,HP,0,M
771,29,HP_LP1,HP_LP,HP,LP,1,F
772,29,HP_LP1,HP_LP,HP,LP,1,F
773,29,HP_LP1,HP_LP,HP,LP,1,F
774,29,HP_LP1,HP_LP,HP,LP,1,F
775,29,HP_LP1,HP_LP,HP,LP,1,F
776,29,HP_LP1,HP_LP,HP,LP,1,F
777,29,HP_LP1,HP_LP,HP,LP,1,F
839,29,HP_LP2,HP_LP,HP,LP,1,F
840,29,HP_LP2,HP_LP,HP,LP,1,F
841,29,HP_LP2,HP_LP,HP,LP,1,F
842,29,HP_LP2,HP_LP,HP,LP,1,F
843,29,HP_LP2,HP_LP,HP,LP,1,F
844,29,HP_LP2,HP_LP,HP,LP,1,F
845,29,HP_LP2,HP_LP,HP,LP,1,F
846,29,HP_LP2,HP_LP,HP,LP,1,F
847,29,HP_LP2,HP_LP,HP,LP,1,F
848,29,HP_LP2,HP_LP,HP,LP,1,F
1869,29,HP_LP1,HP_LP,HP,LP,0,F
2257,29,HP_LP1,HP_LP,HP,LP,1,M
2258,29,HP_LP1,HP_LP,HP,LP,1,M
2259,29,HP_LP1,HP_LP,HP,LP,1,M
2260,29,HP_LP1,HP_LP,HP,LP,1,M
2261,29,HP_LP1,HP_LP,HP,LP,1,M
2262,29,HP_LP1,HP_LP,HP,LP,1,M
2263,29,HP_LP1,HP_LP,HP,LP,1,M
2275,29,HP_LP2,HP_LP,HP,LP,1,M
2276,29,HP_LP2,HP_LP,HP,LP,1,M
2277,29,HP_LP2,HP_LP,HP,LP,1,M
753,29,LP_HP1,LP_HP,LP,HP,1,F
754,29,LP_HP1,LP_HP,LP,HP,1,F
755,29,LP_HP1,LP_HP,LP,HP,1,F
756,29,LP_HP1,LP_HP,LP,HP,1,F
757,29,LP_HP1,LP_HP,LP,HP,1,F
758,29,LP_HP1,LP_HP,LP,HP,1,F
759,29,LP_HP1,LP_HP,LP,HP,1,F
760,29,LP_HP1,LP_HP,LP,HP,1,F
761,29,LP_HP1,LP_HP,LP,HP,1,F
762,29,LP_HP1,LP_HP,LP,HP,1,F
763,29,LP_HP1,LP_HP,LP,HP,1,F
764,29,LP_HP1,LP_HP,LP,HP,1,F
794,29,LP_HP2,LP_HP,LP,HP,1,F
795,29,LP_HP2,LP_HP,LP,HP,1,F
796,29,LP_HP2,LP_HP,LP,HP,1,F
797,29,LP_HP2,LP_HP,LP,HP,1,F
798,29,LP_HP2,LP_HP,LP,HP,1,F
799,29,LP_HP2,LP_HP,LP,HP,1,F
800,29,LP_HP2,LP_HP,LP,HP,1,F
801,29,LP_HP2,LP_HP,LP,HP,1,F
802,29,LP_HP2,LP_HP,LP,HP,1,F
803,29,LP_HP2,LP_HP,LP,HP,1,F
804,29,LP_HP2,LP_HP,LP,HP,1,F
805,29,LP_HP2,LP_HP,LP,HP,1,F
806,29,LP_HP2,LP_HP,LP,HP,1,F
807,29,LP_HP2,LP_HP,LP,HP,1,F
808,29,LP_HP2,LP_HP,LP,HP,1,F
809,29,LP_HP2,LP_HP,LP,HP,1,F
810,29,LP_HP2,LP_HP,LP,HP,1,F
811,29,LP_HP2,LP_HP,LP,HP,1,F
812,29,LP_HP2,LP_HP,LP,HP,1,F
813,29,LP_HP2,LP_HP,LP,HP,1,F
814,29,LP_HP2,LP_HP,LP,HP,1,F
815,29,LP_HP2,LP_HP,LP,HP,1,F
816,29,LP_HP2,LP_HP,LP,HP,1,F
817,29,LP_HP2,LP_HP,LP,HP,1,F
818,29,LP_HP2,LP_HP,LP,HP,1,F
819,29,LP_HP2,LP_HP,LP,HP,1,F
820,29,LP_HP2,LP_HP,LP,HP,1,F
821,29,LP_HP2,LP_HP,LP,HP,1,F
822,29,LP_HP2,LP_HP,LP,HP,1,F
823,29,LP_HP2,LP_HP,LP,HP,1,F
824,29,LP_HP2,LP_HP,LP,HP,1,F
825,29,LP_HP2,LP_HP,LP,HP,1,F
826,29,LP_HP2,LP_HP,LP,HP,1,F
827,29,LP_HP2,LP_HP,LP,HP,1,F
828,29,LP_HP2,LP_HP,LP,HP,1,F
829,29,LP_HP2,LP_HP,LP,HP,1,F
830,29,LP_HP2,LP_HP,LP,HP,1,F
831,29,LP_HP2,LP_HP,LP,HP,1,F
832,29,LP_HP2,LP_HP,LP,HP,1,F
833,29,LP_HP2,LP_HP,LP,HP,1,F
834,29,LP_HP2,LP_HP,LP,HP,1,F
835,29,LP_HP2,LP_HP,LP,HP,1,F
836,29,LP_HP2,LP_HP,LP,HP,1,F
837,29,LP_HP2,LP_HP,LP,HP,1,F
838,29,LP_HP2,LP_HP,LP,HP,1,F
2251,29,LP_HP1,LP_HP,LP,HP,1,M
2252,29,LP_HP1,LP_HP,LP,HP,1,M
2253,29,LP_HP1,LP_HP,LP,HP,1,M
2254,29,LP_HP1,LP_HP,LP,HP,1,M
2270,29,LP_HP2,LP_HP,LP,HP,1,M
2271,29,LP_HP2,LP_HP,LP,HP,1,M
2272,29,LP_HP2,LP_HP,LP,HP,1,M
2273,29,LP_HP2,LP_HP,LP,HP,1,M
2274,29,LP_HP2,LP_HP,LP,HP,1,M
748,29,LP_LP1,LP_LP,LP,LP,1,F
749,29,LP_LP1,LP_LP,LP,LP,1,F
750,29,LP_LP1,LP_LP,LP,LP,1,F
751,29,LP_LP1,LP_LP,LP,LP,1,F
752,29,LP_LP1,LP_LP,LP,LP,1,F
778,29,LP_LP2,LP_LP,LP,LP,1,F
779,29,LP_LP2,LP_LP,LP,LP,1,F
780,29,LP_LP2,LP_LP,LP,LP,1,F
781,29,LP_LP2,LP_LP,LP,LP,1,F
782,29,LP_LP2,LP_LP,LP,LP,1,F
783,29,LP_LP2,LP_LP,LP,LP,1,F
784,29,LP_LP2,LP_LP,LP,LP,1,F
785,29,LP_LP2,LP_LP,LP,LP,1,F
786,29,LP_LP2,LP_LP,LP,LP,1,F
787,29,LP_LP2,LP_LP,LP,LP,1,F
788,29,LP_LP2,LP_LP,LP,LP,1,F
789,29,LP_LP2,LP_LP,LP,LP,1,F
790,29,LP_LP2,LP_LP,LP,LP,1,F
791,29,LP_LP2,LP_LP,LP,LP,1,F
792,29,LP_LP2,LP_LP,LP,LP,1,F
793,29,LP_LP2,LP_LP,LP,LP,1,F
1868,29,LP_LP1,LP_LP,LP,LP,0,F
1870,29,LP_LP2,LP_LP,LP,LP,0,F
2249,29,LP_LP1,LP_LP,LP,LP,1,M
2250,29,LP_LP1,LP_LP,LP,LP,1,M
2264,29,LP_LP2,LP_LP,LP,LP,1,M
2265,29,LP_LP2,LP_LP,LP,LP,1,M
2266,29,LP_LP2,LP_LP,LP,LP,1,M
2267,29,LP_LP2,LP_LP,LP,LP,1,M
2268,29,LP_LP2,LP_LP,LP,LP,1,M
2269,29,LP_LP2,LP_LP,LP,LP,1,M
877,31,HP_HP1,HP_HP,HP,HP,1,F
878,31,HP_HP1,HP_HP,HP,HP,1,F
879,31,HP_HP1,HP_HP,HP,HP,1,F
880,31,HP_HP1,HP_HP,HP,HP,1,F
881,31,HP_HP1,HP_HP,HP,HP,1,F
934,31,HP_HP2,HP_HP,HP,HP,1,F
935,31,HP_HP2,HP_HP,HP,HP,1,F
936,31,HP_HP2,HP_HP,HP,HP,1,F
937,31,HP_HP2,HP_HP,HP,HP,1,F
938,31,HP_HP2,HP_HP,HP,HP,1,F
939,31,HP_HP2,HP_HP,HP,HP,1,F
2289,31,HP_HP1,HP_HP,HP,HP,1,M
2300,31,HP_HP2,HP_HP,HP,HP,1,M
2301,31,HP_HP2,HP_HP,HP,HP,1,M
2302,31,HP_HP2,HP_HP,HP,HP,1,M
2303,31,HP_HP2,HP_HP,HP,HP,1,M
882,31,HP_LP1,HP_LP,HP,LP,1,F
883,31,HP_LP1,HP_LP,HP,LP,1,F
884,31,HP_LP1,HP_LP,HP,LP,1,F
885,31,HP_LP1,HP_LP,HP,LP,1,F
921,31,HP_LP2,HP_LP,HP,LP,1,F
922,31,HP_LP2,HP_LP,HP,LP,1,F
923,31,HP_LP2,HP_LP,HP,LP,1,F
924,31,HP_LP2,HP_LP,HP,LP,1,F
925,31,HP_LP2,HP_LP,HP,LP,1,F
926,31,HP_LP2,HP_LP,HP,LP,1,F
927,31,HP_LP2,HP_LP,HP,LP,1,F
928,31,HP_LP2,HP_LP,HP,LP,1,F
929,31,HP_LP2,HP_LP,HP,LP,1,F
930,31,HP_LP2,HP_LP,HP,LP,1,F
931,31,HP_LP2,HP_LP,HP,LP,1,F
932,31,HP_LP2,HP_LP,HP,LP,1,F
933,31,HP_LP2,HP_LP,HP,LP,1,F
2290,31,HP_LP1,HP_LP,HP,LP,1,M
2291,31,HP_LP1,HP_LP,HP,LP,1,M
2292,31,HP_LP1,HP_LP,HP,LP,1,M
2293,31,HP_LP1,HP_LP,HP,LP,1,M
2298,31,HP_LP2,HP_LP,HP,LP,1,M
2299,31,HP_LP2,HP_LP,HP,LP,1,M
874,31,LP_HP1,LP_HP,LP,HP,1,F
875,31,LP_HP1,LP_HP,LP,HP,1,F
876,31,LP_HP1,LP_HP,LP,HP,1,F
896,31,LP_HP2,LP_HP,LP,HP,1,F
897,31,LP_HP2,LP_HP,LP,HP,1,F
898,31,LP_HP2,LP_HP,LP,HP,1,F
899,31,LP_HP2,LP_HP,LP,HP,1,F
900,31,LP_HP2,LP_HP,LP,HP,1,F
901,31,LP_HP2,LP_HP,LP,HP,1,F
902,31,LP_HP2,LP_HP,LP,HP,1,F
903,31,LP_HP2,LP_HP,LP,HP,1,F
904,31,LP_HP2,LP_HP,LP,HP,1,F
905,31,LP_HP2,LP_HP,LP,HP,1,F
906,31,LP_HP2,LP_HP,LP,HP,1,F
907,31,LP_HP2,LP_HP,LP,HP,1,F
908,31,LP_HP2,LP_HP,LP,HP,1,F
909,31,LP_HP2,LP_HP,LP,HP,1,F
910,31,LP_HP2,LP_HP,LP,HP,1,F
911,31,LP_HP2,LP_HP,LP,HP,1,F
912,31,LP_HP2,LP_HP,LP,HP,1,F
913,31,LP_HP2,LP_HP,LP,HP,1,F
914,31,LP_HP2,LP_HP,LP,HP,1,F
915,31,LP_HP2,LP_HP,LP,HP,1,F
916,31,LP_HP2,LP_HP,LP,HP,1,F
917,31,LP_HP2,LP_HP,LP,HP,1,F
918,31,LP_HP2,LP_HP,LP,HP,1,F
919,31,LP_HP2,LP_HP,LP,HP,1,F
920,31,LP_HP2,LP_HP,LP,HP,1,F
2287,31,LP_HP1,LP_HP,LP,HP,1,M
2288,31,LP_HP1,LP_HP,LP,HP,1,M
2294,31,LP_HP2,LP_HP,LP,HP,1,M
2295,31,LP_HP2,LP_HP,LP,HP,1,M
2296,31,LP_HP2,LP_HP,LP,HP,1,M
2297,31,LP_HP2,LP_HP,LP,HP,1,M
871,31,LP_LP1,LP_LP,LP,LP,1,F
872,31,LP_LP1,LP_LP,LP,LP,1,F
873,31,LP_LP1,LP_LP,LP,LP,1,F
886,31,LP_LP2,LP_LP,LP,LP,1,F
887,31,LP_LP2,LP_LP,LP,LP,1,F
888,31,LP_LP2,LP_LP,LP,LP,1,F
889,31,LP_LP2,LP_LP,LP,LP,1,F
890,31,LP_LP2,LP_LP,LP,LP,1,F
891,31,LP_LP2,LP_LP,LP,LP,1,F
892,31,LP_LP2,LP_LP,LP,LP,1,F
893,31,LP_LP2,LP_LP,LP,LP,1,F
894,31,LP_LP2,LP_LP,LP,LP,1,F
895,31,LP_LP2,LP_LP,LP,LP,1,F
2283,31,LP_LP1,LP_LP,LP,LP,1,M
2284,31,LP_LP1,LP_LP,LP,LP,1,M
2285,31,LP_LP1,LP_LP,LP,LP,1,M
2286,31,LP_LP1,LP_LP,LP,LP,1,M
3045,31,LP_LP1,LP_LP,LP,LP,0,M
3046,31,LP_LP2,LP_LP,LP,LP,0,M
956,33,HP_HP1,HP_HP,HP,HP,1,F
1008,33,HP_HP2,HP_HP,HP,HP,1,F
1009,33,HP_HP2,HP_HP,HP,HP,1,F
1010,33,HP_HP2,HP_HP,HP,HP,1,F
1011,33,HP_HP2,HP_HP,HP,HP,1,F
1012,33,HP_HP2,HP_HP,HP,HP,1,F
1013,33,HP_HP2,HP_HP,HP,HP,1,F
2323,33,HP_HP1,HP_HP,HP,HP,1,M
2324,33,HP_HP1,HP_HP,HP,HP,1,M
2325,33,HP_HP1,HP_HP,HP,HP,1,M
2326,33,HP_HP1,HP_HP,HP,HP,1,M
2327,33,HP_HP1,HP_HP,HP,HP,1,M
2367,33,HP_HP2,HP_HP,HP,HP,1,M
2368,33,HP_HP2,HP_HP,HP,HP,1,M
2369,33,HP_HP2,HP_HP,HP,HP,1,M
2370,33,HP_HP2,HP_HP,HP,HP,1,M
2371,33,HP_HP2,HP_HP,HP,HP,1,M
2372,33,HP_HP2,HP_HP,HP,HP,1,M
2373,33,HP_HP2,HP_HP,HP,HP,1,M
2374,33,HP_HP2,HP_HP,HP,HP,1,M
2375,33,HP_HP2,HP_HP,HP,HP,1,M
2376,33,HP_HP2,HP_HP,HP,HP,1,M
2377,33,HP_HP2,HP_HP,HP,HP,1,M
957,33,HP_LP1,HP_LP,HP,LP,1,F
958,33,HP_LP1,HP_LP,HP,LP,1,F
959,33,HP_LP1,HP_LP,HP,LP,1,F
960,33,HP_LP1,HP_LP,HP,LP,1,F
1000,33,HP_LP2,HP_LP,HP,LP,1,F
1001,33,HP_LP2,HP_LP,HP,LP,1,F
1002,33,HP_LP2,HP_LP,HP,LP,1,F
1003,33,HP_LP2,HP_LP,HP,LP,1,F
1004,33,HP_LP2,HP_LP,HP,LP,1,F
1005,33,HP_LP2,HP_LP,HP,LP,1,F
1006,33,HP_LP2,HP_LP,HP,LP,1,F
1007,33,HP_LP2,HP_LP,HP,LP,1,F
2328,33,HP_LP1,HP_LP,HP,LP,1,M
2329,33,HP_LP1,HP_LP,HP,LP,1,M
2330,33,HP_LP1,HP_LP,HP,LP,1,M
2331,33,HP_LP1,HP_LP,HP,LP,1,M
2332,33,HP_LP1,HP_LP,HP,LP,1,M
2333,33,HP_LP1,HP_LP,HP,LP,1,M
2334,33,HP_LP1,HP_LP,HP,LP,1,M
2359,33,HP_LP2,HP_LP,HP,LP,1,M
2360,33,HP_LP2,HP_LP,HP,LP,1,M
2361,33,HP_LP2,HP_LP,HP,LP,1,M
2362,33,HP_LP2,HP_LP,HP,LP,1,M
2363,33,HP_LP2,HP_LP,HP,LP,1,M
2364,33,HP_LP2,HP_LP,HP,LP,1,M
2365,33,HP_LP2,HP_LP,HP,LP,1,M
2366,33,HP_LP2,HP_LP,HP,LP,1,M
947,33,LP_HP1,LP_HP,LP,HP,1,F
948,33,LP_HP1,LP_HP,LP,HP,1,F
949,33,LP_HP1,LP_HP,LP,HP,1,F
950,33,LP_HP1,LP_HP,LP,HP,1,F
951,33,LP_HP1,LP_HP,LP,HP,1,F
952,33,LP_HP1,LP_HP,LP,HP,1,F
953,33,LP_HP1,LP_HP,LP,HP,1,F
954,33,LP_HP1,LP_HP,LP,HP,1,F
955,33,LP_HP1,LP_HP,LP,HP,1,F
978,33,LP_HP2,LP_HP,LP,HP,1,F
979,33,LP_HP2,LP_HP,LP,HP,1,F
980,33,LP_HP2,LP_HP,LP,HP,1,F
981,33,LP_HP2,LP_HP,LP,HP,1,F
982,33,LP_HP2,LP_HP,LP,HP,1,F
983,33,LP_HP2,LP_HP,LP,HP,1,F
984,33,LP_HP2,LP_HP,LP,HP,1,F
985,33,LP_HP2,LP_HP,LP,HP,1,F
986,33,LP_HP2,LP_HP,LP,HP,1,F
987,33,LP_HP2,LP_HP,LP,HP,1,F
988,33,LP_HP2,LP_HP,LP,HP,1,F
989,33,LP_HP2,LP_HP,LP,HP,1,F
990,33,LP_HP2,LP_HP,LP,HP,1,F
991,33,LP_HP2,LP_HP,LP,HP,1,F
992,33,LP_HP2,LP_HP,LP,HP,1,F
993,33,LP_HP2,LP_HP,LP,HP,1,F
994,33,LP_HP2,LP_HP,LP,HP,1,F
995,33,LP_HP2,LP_HP,LP,HP,1,F
996,33,LP_HP2,LP_HP,LP,HP,1,F
997,33,LP_HP2,LP_HP,LP,HP,1,F
998,33,LP_HP2,LP_HP,LP,HP,1,F
999,33,LP_HP2,LP_HP,LP,HP,1,F
2309,33,LP_HP1,LP_HP,LP,HP,1,M
2310,33,LP_HP1,LP_HP,LP,HP,1,M
2311,33,LP_HP1,LP_HP,LP,HP,1,M
2312,33,LP_HP1,LP_HP,LP,HP,1,M
2313,33,LP_HP1,LP_HP,LP,HP,1,M
2314,33,LP_HP1,LP_HP,LP,HP,1,M
2315,33,LP_HP1,LP_HP,LP,HP,1,M
2316,33,LP_HP1,LP_HP,LP,HP,1,M
2317,33,LP_HP1,LP_HP,LP,HP,1,M
2318,33,LP_HP1,LP_HP,LP,HP,1,M
2319,33,LP_HP1,LP_HP,LP,HP,1,M
2320,33,LP_HP1,LP_HP,LP,HP,1,M
2321,33,LP_HP1,LP_HP,LP,HP,1,M
2322,33,LP_HP1,LP_HP,LP,HP,1,M
2341,33,LP_HP2,LP_HP,LP,HP,1,M
2342,33,LP_HP2,LP_HP,LP,HP,1,M
2343,33,LP_HP2,LP_HP,LP,HP,1,M
2344,33,LP_HP2,LP_HP,LP,HP,1,M
2345,33,LP_HP2,LP_HP,LP,HP,1,M
2346,33,LP_HP2,LP_HP,LP,HP,1,M
2347,33,LP_HP2,LP_HP,LP,HP,1,M
2348,33,LP_HP2,LP_HP,LP,HP,1,M
2349,33,LP_HP2,LP_HP,LP,HP,1,M
2350,33,LP_HP2,LP_HP,LP,HP,1,M
2351,33,LP_HP2,LP_HP,LP,HP,1,M
2352,33,LP_HP2,LP_HP,LP,HP,1,M
2353,33,LP_HP2,LP_HP,LP,HP,1,M
2354,33,LP_HP2,LP_HP,LP,HP,1,M
2355,33,LP_HP2,LP_HP,LP,HP,1,M
2356,33,LP_HP2,LP_HP,LP,HP,1,M
2357,33,LP_HP2,LP_HP,LP,HP,1,M
2358,33,LP_HP2,LP_HP,LP,HP,1,M
940,33,LP_LP1,LP_LP,LP,LP,1,F
941,33,LP_LP1,LP_LP,LP,LP,1,F
942,33,LP_LP1,LP_LP,LP,LP,1,F
943,33,LP_LP1,LP_LP,LP,LP,1,F
944,33,LP_LP1,LP_LP,LP,LP,1,F
945,33,LP_LP1,LP_LP,LP,LP,1,F
946,33,LP_LP1,LP_LP,LP,LP,1,F
961,33,LP_LP2,LP_LP,LP,LP,1,F
962,33,LP_LP2,LP_LP,LP,LP,1,F
963,33,LP_LP2,LP_LP,LP,LP,1,F
964,33,LP_LP2,LP_LP,LP,LP,1,F
965,33,LP_LP2,LP_LP,LP,LP,1,F
966,33,LP_LP2,LP_LP,LP,LP,1,F
967,33,LP_LP2,LP_LP,LP,LP,1,F
968,33,LP_LP2,LP_LP,LP,LP,1,F
969,33,LP_LP2,LP_LP,LP,LP,1,F
970,33,LP_LP2,LP_LP,LP,LP,1,F
971,33,LP_LP2,LP_LP,LP,LP,1,F
972,33,LP_LP2,LP_LP,LP,LP,1,F
973,33,LP_LP2,LP_LP,LP,LP,1,F
974,33,LP_LP2,LP_LP,LP,LP,1,F
975,33,LP_LP2,LP_LP,LP,LP,1,F
976,33,LP_LP2,LP_LP,LP,LP,1,F
977,33,LP_LP2,LP_LP,LP,LP,1,F
2304,33,LP_LP1,LP_LP,LP,LP,1,M
2305,33,LP_LP1,LP_LP,LP,LP,1,M
2306,33,LP_LP1,LP_LP,LP,LP,1,M
2307,33,LP_LP1,LP_LP,LP,LP,1,M
2308,33,LP_LP1,LP_LP,LP,LP,1,M
2335,33,LP_LP2,LP_LP,LP,LP,1,M
2336,33,LP_LP2,LP_LP,LP,LP,1,M
2337,33,LP_LP2,LP_LP,LP,LP,1,M
2338,33,LP_LP2,LP_LP,LP,LP,1,M
2339,33,LP_LP2,LP_LP,LP,LP,1,M
2340,33,LP_LP2,LP_LP,LP,LP,1,M
1032,36,HP_HP1,HP_HP,HP,HP,1,F
1033,36,HP_HP1,HP_HP,HP,HP,1,F
1034,36,HP_HP1,HP_HP,HP,HP,1,F
1035,36,HP_HP1,HP_HP,HP,HP,1,F
1036,36,HP_HP1,HP_HP,HP,HP,1,F
1093,36,HP_HP2,HP_HP,HP,HP,1,F
1094,36,HP_HP2,HP_HP,HP,HP,1,F
1095,36,HP_HP2,HP_HP,HP,HP,1,F
1096,36,HP_HP2,HP_HP,HP,HP,1,F
1097,36,HP_HP2,HP_HP,HP,HP,1,F
1098,36,HP_HP2,HP_HP,HP,HP,1,F
1099,36,HP_HP2,HP_HP,HP,HP,1,F
1100,36,HP_HP2,HP_HP,HP,HP,1,F
1101,36,HP_HP2,HP_HP,HP,HP,1,F
1102,36,HP_HP2,HP_HP,HP,HP,1,F
1103,36,HP_HP2,HP_HP,HP,HP,1,F
1104,36,HP_HP2,HP_HP,HP,HP,1,F
1105,36,HP_HP2,HP_HP,HP,HP,1,F
2401,36,HP_HP1,HP_HP,HP,HP,1,M
2402,36,HP_HP1,HP_HP,HP,HP,1,M
2403,36,HP_HP1,HP_HP,HP,HP,1,M
2404,36,HP_HP1,HP_HP,HP,HP,1,M
2405,36,HP_HP1,HP_HP,HP,HP,1,M
2406,36,HP_HP1,HP_HP,HP,HP,1,M
2407,36,HP_HP1,HP_HP,HP,HP,1,M
2408,36,HP_HP1,HP_HP,HP,HP,1,M
2409,36,HP_HP1,HP_HP,HP,HP,1,M
2410,36,HP_HP1,HP_HP,HP,HP,1,M
2473,36,HP_HP2,HP_HP,HP,HP,1,M
2474,36,HP_HP2,HP_HP,HP,HP,1,M
2475,36,HP_HP2,HP_HP,HP,HP,1,M
2476,36,HP_HP2,HP_HP,HP,HP,1,M
2477,36,HP_HP2,HP_HP,HP,HP,1,M
1037,36,HP_LP1,HP_LP,HP,LP,1,F
1038,36,HP_LP1,HP_LP,HP,LP,1,F
1039,36,HP_LP1,HP_LP,HP,LP,1,F
1067,36,HP_LP2,HP_LP,HP,LP,1,F
1068,36,HP_LP2,HP_LP,HP,LP,1,F
1069,36,HP_LP2,HP_LP,HP,LP,1,F
1070,36,HP_LP2,HP_LP,HP,LP,1,F
1071,36,HP_LP2,HP_LP,HP,LP,1,F
1072,36,HP_LP2,HP_LP,HP,LP,1,F
1073,36,HP_LP2,HP_LP,HP,LP,1,F
1074,36,HP_LP2,HP_LP,HP,LP,1,F
