,age,cageID,larv_adult,larvalTreat,adultTreat,status,sex
3,3,HP_HP1,HP_HP,HP,HP,1,F
4,3,HP_HP1,HP_HP,HP,HP,1,F
5,3,HP_HP1,HP_HP,HP,HP,1,F
6,3,HP_HP1,HP_HP,HP,HP,1,F
18,3,HP_HP2,HP_HP,HP,HP,1,F
19,3,HP_HP2,HP_HP,HP,HP,1,F
20,3,HP_HP2,HP_HP,HP,HP,1,F
1847,3,HP_HP2,HP_HP,HP,HP,0,F
1956,3,HP_HP1,HP_HP,HP,HP,1,M
1957,3,HP_HP1,HP_HP,HP,HP,1,M
1958,3,HP_HP1,HP_HP,HP,HP,1,M
1959,3,HP_HP1,HP_HP,HP,HP,1,M
1960,3,HP_HP1,HP_HP,HP,HP,1,M
1974,3,HP_HP2,HP_HP,HP,HP,1,M
3027,3,HP_HP2,HP_HP,HP,HP,0,M
7,3,HP_LP1,HP_LP,HP,LP,1,F
8,3,HP_LP1,HP_LP,HP,LP,1,F
9,3,HP_LP1,HP_LP,HP,LP,1,F
10,3,HP_LP1,HP_LP,HP,LP,1,F
17,3,HP_LP2,HP_LP,HP,LP,1,F
1845,3,HP_LP1,HP_LP,HP,LP,0,F
1961,3,HP_LP1,HP_LP,HP,LP,1,M
1962,3,HP_LP1,HP_LP,HP,LP,1,M
1963,3,HP_LP1,HP_LP,HP,LP,1,M
1964,3,HP_LP1,HP_LP,HP,LP,1,M
1969,3,HP_LP2,HP_LP,HP,LP,1,M
1970,3,HP_LP2,HP_LP,HP,LP,1,M
1971,3,HP_LP2,HP_LP,HP,LP,1,M
1972,3,HP_LP2,HP_LP,HP,LP,1,M
1973,3,HP_LP2,HP_LP,HP,LP,1,M
3026,3,HP_LP2,HP_LP,HP,LP,0,M
1,3,LP_HP1,LP_HP,LP,HP,1,F
2,3,LP_HP1,LP_HP,LP,HP,1,F
13,3,LP_HP2,LP_HP,LP,HP,1,F
14,3,LP_HP2,LP_HP,LP,HP,1,F
15,3,LP_HP2,LP_HP,LP,HP,1,F
16,3,LP_HP2,LP_HP,LP,HP,1,F
1955,3,LP_HP1,LP_HP,LP,HP,1,M
1967,3,LP_HP2,LP_HP,LP,HP,1,M
1968,3,LP_HP2,LP_HP,LP,HP,1,M
3025,3,LP_HP2,LP_HP,LP,HP,0,M
11,3,LP_LP2,LP_LP,LP,LP,1,F
12,3,LP_LP2,LP_LP,LP,LP,1,F
1844,3,LP_LP1,LP_LP,LP,LP,0,F
1846,3,LP_LP2,LP_LP,LP,LP,0,F
1965,3,LP_LP2,LP_LP,LP,LP,1,M
1966,3,LP_LP2,LP_LP,LP,LP,1,M
3024,3,LP_LP2,LP_LP,LP,LP,0,M
31,5,HP_HP1,HP_HP,HP,HP,1,F
32,5,HP_HP1,HP_HP,HP,HP,1,F
33,5,HP_HP1,HP_HP,HP,HP,1,F
34,5,HP_HP1,HP_HP,HP,HP,1,F
47,5,HP_HP2,HP_HP,HP,HP,1,F
48,5,HP_HP2,HP_HP,HP,HP,1,F
49,5,HP_HP2,HP_HP,HP,HP,1,F
50,5,HP_HP2,HP_HP,HP,HP,1,F
1849,5,HP_HP2,HP_HP,HP,HP,0,F
1981,5,HP_HP1,HP_HP,HP,HP,1,M
1982,5,HP_HP1,HP_HP,HP,HP,1,M
1983,5,HP_HP1,HP_HP,HP,HP,1,M
1984,5,HP_HP1,HP_HP,HP,HP,1,M
2005,5,HP_HP2,HP_HP,HP,HP,1,M
2006,5,HP_HP2,HP_HP,HP,HP,1,M
2007,5,HP_HP2,HP_HP,HP,HP,1,M
2008,5,HP_HP2,HP_HP,HP,HP,1,M
2009,5,HP_HP2,HP_HP,HP,HP,1,M
2010,5,HP_HP2,HP_HP,HP,HP,1,M
2011,5,HP_HP2,HP_HP,HP,HP,1,M
3030,5,HP_HP2,HP_HP,HP,HP,0,M
35,5,HP_LP1,HP_LP,HP,LP,1,F
36,5,HP_LP1,HP_LP,HP,LP,1,F
37,5,HP_LP1,HP_LP,HP,LP,1,F
45,5,HP_LP2,HP_LP,HP,LP,1,F
46,5,HP_LP2,HP_LP,HP,LP,1,F
1985,5,HP_LP1,HP_LP,HP,LP,1,M
1986,5,HP_LP1,HP_LP,HP,LP,1,M
1987,5,HP_LP1,HP_LP,HP,LP,1,M
1988,5,HP_LP1,HP_LP,HP,LP,1,M
1989,5,HP_LP1,HP_LP,HP,LP,1,M
2004,5,HP_LP2,HP_LP,HP,LP,1,M
3029,5,HP_LP1,HP_LP,HP,LP,0,M
22,5,LP_HP1,LP_HP,LP,HP,1,F
23,5,LP_HP1,LP_HP,LP,HP,1,F
24,5,LP_HP1,LP_HP,LP,HP,1,F
25,5,LP_HP1,LP_HP,LP,HP,1,F
26,5,LP_HP1,LP_HP,LP,HP,1,F
27,5,LP_HP1,LP_HP,LP,HP,1,F
28,5,LP_HP1,LP_HP,LP,HP,1,F
29,5,LP_HP1,LP_HP,LP,HP,1,F
30,5,LP_HP1,LP_HP,LP,HP,1,F
44,5,LP_HP2,LP_HP,LP,HP,1,F
1848,5,LP_HP2,LP_HP,LP,HP,0,F
1977,5,LP_HP1,LP_HP,LP,HP,1,M
1978,5,LP_HP1,LP_HP,LP,HP,1,M
1979,5,LP_HP1,LP_HP,LP,HP,1,M
1980,5,LP_HP1,LP_HP,LP,HP,1,M
1999,5,LP_HP2,LP_HP,LP,HP,1,M
2000,5,LP_HP2,LP_HP,LP,HP,1,M
2001,5,LP_HP2,LP_HP,LP,HP,1,M
2002,5,LP_HP2,LP_HP,LP,HP,1,M
2003,5,LP_HP2,LP_HP,LP,HP,1,M
21,5,LP_LP1,LP_LP,LP,LP,1,F
38,5,LP_LP2,LP_LP,LP,LP,1,F
39,5,LP_LP2,LP_LP,LP,LP,1,F
40,5,LP_LP2,LP_LP,LP,LP,1,F
41,5,LP_LP2,LP_LP,LP,LP,1,F
42,5,LP_LP2,LP_LP,LP,LP,1,F
43,5,LP_LP2,LP_LP,LP,LP,1,F
1975,5,LP_LP1,LP_LP,LP,LP,1,M
1976,5,LP_LP1,LP_LP,LP,LP,1,M
1990,5,LP_LP2,LP_LP,LP,LP,1,M
1991,5,LP_LP2,LP_LP,LP,LP,1,M
1992,5,LP_LP2,LP_LP,LP,LP,1,M
1993,5,LP_LP2,LP_LP,LP,LP,1,M
1994,5,LP_LP2,LP_LP,LP,LP,1,M
1995,5,LP_LP2,LP_LP,LP,LP,1,M
1996,5,LP_LP2,LP_LP,LP,LP,1,M
1997,5,LP_LP2,LP_LP,LP,LP,1,M
1998,5,LP_LP2,LP_LP,LP,LP,1,M
3028,5,LP_LP1,LP_LP,LP,LP,0,M
56,8,HP_HP1,HP_HP,HP,HP,1,F
57,8,HP_HP1,HP_HP,HP,HP,1,F
58,8,HP_HP1,HP_HP,HP,HP,1,F
59,8,HP_HP1,HP_HP,HP,HP,1,F
99,8,HP_HP2,HP_HP,HP,HP,1,F
100,8,HP_HP2,HP_HP,HP,HP,1,F
101,8,HP_HP2,HP_HP,HP,HP,1,F
102,8,HP_HP2,HP_HP,HP,HP,1,F
103,8,HP_HP2,HP_HP,HP,HP,1,F
1851,8,HP_HP2,HP_HP,HP,HP,0,F
2019,8,HP_HP1,HP_HP,HP,HP,1,M
2020,8,HP_HP1,HP_HP,HP,HP,1,M
2021,8,HP_HP1,HP_HP,HP,HP,1,M
2047,8,HP_HP2,HP_HP,HP,HP,1,M
2048,8,HP_HP2,HP_HP,HP,HP,1,M
2049,8,HP_HP2,HP_HP,HP,HP,1,M
2050,8,HP_HP2,HP_HP,HP,HP,1,M
2051,8,HP_HP2,HP_HP,HP,HP,1,M
2052,8,HP_HP2,HP_HP,HP,HP,1,M
2053,8,HP_HP2,HP_HP,HP,HP,1,M
2054,8,HP_HP2,HP_HP,HP,HP,1,M
60,8,HP_LP1,HP_LP,HP,LP,1,F
61,8,HP_LP1,HP_LP,HP,LP,1,F
62,8,HP_LP1,HP_LP,HP,LP,1,F
63,8,HP_LP1,HP_LP,HP,LP,1,F
64,8,HP_LP1,HP_LP,HP,LP,1,F
65,8,HP_LP1,HP_LP,HP,LP,1,F
66,8,HP_LP1,HP_LP,HP,LP,1,F
67,8,HP_LP1,HP_LP,HP,LP,1,F
92,8,HP_LP2,HP_LP,HP,LP,1,F
93,8,HP_LP2,HP_LP,HP,LP,1,F
94,8,HP_LP2,HP_LP,HP,LP,1,F
95,8,HP_LP2,HP_LP,HP,LP,1,F
96,8,HP_LP2,HP_LP,HP,LP,1,F
97,8,HP_LP2,HP_LP,HP,LP,1,F
98,8,HP_LP2,HP_LP,HP,LP,1,F
2022,8,HP_LP1,HP_LP,HP,LP,1,M
2023,8,HP_LP1,HP_LP,HP,LP,1,M
2024,8,HP_LP1,HP_LP,HP,LP,1,M
2025,8,HP_LP1,HP_LP,HP,LP,1,M
2036,8,HP_LP2,HP_LP,HP,LP,1,M
2037,8,HP_LP2,HP_LP,HP,LP,1,M
2038,8,HP_LP2,HP_LP,HP,LP,1,M
2039,8,HP_LP2,HP_LP,HP,LP,1,M
2040,8,HP_LP2,HP_LP,HP,LP,1,M
2041,8,HP_LP2,HP_LP,HP,LP,1,M
2042,8,HP_LP2,HP_LP,HP,LP,1,M
2043,8,HP_LP2,HP_LP,HP,LP,1,M
2044,8,HP_LP2,HP_LP,HP,LP,1,M
2045,8,HP_LP2,HP_LP,HP,LP,1,M
2046,8,HP_LP2,HP_LP,HP,LP,1,M
53,8,LP_HP1,LP_HP,LP,HP,1,F
54,8,LP_HP1,LP_HP,LP,HP,1,F
55,8,LP_HP1,LP_HP,LP,HP,1,F
79,8,LP_HP2,LP_HP,LP,HP,1,F
80,8,LP_HP2,LP_HP,LP,HP,1,F
81,8,LP_HP2,LP_HP,LP,HP,1,F
82,8,LP_HP2,LP_HP,LP,HP,1,F
83,8,LP_HP2,LP_HP,LP,HP,1,F
84,8,LP_HP2,LP_HP,LP,HP,1,F
85,8,LP_HP2,LP_HP,LP,HP,1,F
86,8,LP_HP2,LP_HP,LP,HP,1,F
87,8,LP_HP2,LP_HP,LP,HP,1,F
88,8,LP_HP2,LP_HP,LP,HP,1,F
89,8,LP_HP2,LP_HP,LP,HP,1,F
90,8,LP_HP2,LP_HP,LP,HP,1,F
91,8,LP_HP2,LP_HP,LP,HP,1,F
1850,8,LP_HP2,LP_HP,LP,HP,0,F
2015,8,LP_HP1,LP_HP,LP,HP,1,M
2016,8,LP_HP1,LP_HP,LP,HP,1,M
2017,8,LP_HP1,LP_HP,LP,HP,1,M
2018,8,LP_HP1,LP_HP,LP,HP,1,M
2029,8,LP_HP2,LP_HP,LP,HP,1,M
2030,8,LP_HP2,LP_HP,LP,HP,1,M
2031,8,LP_HP2,LP_HP,LP,HP,1,M
2032,8,LP_HP2,LP_HP,LP,HP,1,M
2033,8,LP_HP2,LP_HP,LP,HP,1,M
2034,8,LP_HP2,LP_HP,LP,HP,1,M
2035,8,LP_HP2,LP_HP,LP,HP,1,M
3031,8,LP_HP1,LP_HP,LP,HP,0,M
51,8,LP_LP1,LP_LP,LP,LP,1,F
52,8,LP_LP1,LP_LP,LP,LP,1,F
68,8,LP_LP2,LP_LP,LP,LP,1,F
69,8,LP_LP2,LP_LP,LP,LP,1,F
70,8,LP_LP2,LP_LP,LP,LP,1,F
71,8,LP_LP2,LP_LP,LP,LP,1,F
72,8,LP_LP2,LP_LP,LP,LP,1,F
73,8,LP_LP2,LP_LP,LP,LP,1,F
74,8,LP_LP2,LP_LP,LP,LP,1,F
75,8,LP_LP2,LP_LP,LP,LP,1,F
76,8,LP_LP2,LP_LP,LP,LP,1,F
77,8,LP_LP2,LP_LP,LP,LP,1,F
78,8,LP_LP2,LP_LP,LP,LP,1,F
2012,8,LP_LP1,LP_LP,LP,LP,1,M
2013,8,LP_LP1,LP_LP,LP,LP,1,M
2014,8,LP_LP1,LP_LP,LP,LP,1,M
2026,8,LP_LP2,LP_LP,LP,LP,1,M
2027,8,LP_LP2,LP_LP,LP,LP,1,M
2028,8,LP_LP2,LP_LP,LP,LP,1,M
116,10,HP_HP1,HP_HP,HP,HP,1,F
117,10,HP_HP1,HP_HP,HP,HP,1,F
118,10,HP_HP1,HP_HP,HP,HP,1,F
119,10,HP_HP1,HP_HP,HP,HP,1,F
120,10,HP_HP1,HP_HP,HP,HP,1,F
121,10,HP_HP1,HP_HP,HP,HP,1,F
122,10,HP_HP1,HP_HP,HP,HP,1,F
123,10,HP_HP1,HP_HP,HP,HP,1,F
146,10,HP_HP2,HP_HP,HP,HP,1,F
147,10,HP_HP2,HP_HP,HP,HP,1,F
148,10,HP_HP2,HP_HP,HP,HP,1,F
149,10,HP_HP2,HP_HP,HP,HP,1,F
150,10,HP_HP2,HP_HP,HP,HP,1,F
151,10,HP_HP2,HP_HP,HP,HP,1,F
152,10,HP_HP2,HP_HP,HP,HP,1,F
153,10,HP_HP2,HP_HP,HP,HP,1,F
154,10,HP_HP2,HP_HP,HP,HP,1,F
2059,10,HP_HP1,HP_HP,HP,HP,1,M
2060,10,HP_HP1,HP_HP,HP,HP,1,M
2061,10,HP_HP1,HP_HP,HP,HP,1,M
2080,10,HP_HP2,HP_HP,HP,HP,1,M
2081,10,HP_HP2,HP_HP,HP,HP,1,M
3032,10,HP_HP1,HP_HP,HP,HP,0,M
124,10,HP_LP1,HP_LP,HP,LP,1,F
125,10,HP_LP1,HP_LP,HP,LP,1,F
143,10,HP_LP2,HP_LP,HP,LP,1,F
144,10,HP_LP2,HP_LP,HP,LP,1,F
145,10,HP_LP2,HP_LP,HP,LP,1,F
1855,10,HP_LP2,HP_LP,HP,LP,0,F
2062,10,HP_LP1,HP_LP,HP,LP,1,M
2063,10,HP_LP1,HP_LP,HP,LP,1,M
2076,10,HP_LP2,HP_LP,HP,LP,1,M
2077,10,HP_LP2,HP_LP,HP,LP,1,M
2078,10,HP_LP2,HP_LP,HP,LP,1,M
2079,10,HP_LP2,HP_LP,HP,LP,1,M
107,10,LP_HP1,LP_HP,LP,HP,1,F
108,10,LP_HP1,LP_HP,LP,HP,1,F
109,10,LP_HP1,LP_HP,LP,HP,1,F
110,10,LP_HP1,LP_HP,LP,HP,1,F
111,10,LP_HP1,LP_HP,LP,HP,1,F
112,10,LP_HP1,LP_HP,LP,HP,1,F
113,10,LP_HP1,LP_HP,LP,HP,1,F
114,10,LP_HP1,LP_HP,LP,HP,1,F
115,10,LP_HP1,LP_HP,LP,HP,1,F
136,10,LP_HP2,LP_HP,LP,HP,1,F
137,10,LP_HP2,LP_HP,LP,HP,1,F
138,10,LP_HP2,LP_HP,LP,HP,1,F
139,10,LP_HP2,LP_HP,LP,HP,1,F
140,10,LP_HP2,LP_HP,LP,HP,1,F
141,10,LP_HP2,LP_HP,LP,HP,1,F
142,10,LP_HP2,LP_HP,LP,HP,1,F
1852,10,LP_HP1,LP_HP,LP,HP,0,F
1854,10,LP_HP2,LP_HP,LP,HP,0,F
2057,10,LP_HP1,LP_HP,LP,HP,1,M
2058,10,LP_HP1,LP_HP,LP,HP,1,M
2069,10,LP_HP2,LP_HP,LP,HP,1,M
2070,10,LP_HP2,LP_HP,LP,HP,1,M
2071,10,LP_HP2,LP_HP,LP,HP,1,M
2072,10,LP_HP2,LP_HP,LP,HP,1,M
2073,10,LP_HP2,LP_HP,LP,HP,1,M
2074,10,LP_HP2,LP_HP,LP,HP,1,M
2075,10,LP_HP2,LP_HP,LP,HP,1,M
3034,10,LP_HP2,LP_HP,LP,HP,0,M
104,10,LP_LP1,LP_LP,LP,LP,1,F
105,10,LP_LP1,LP_LP,LP,LP,1,F
106,10,LP_LP1,LP_LP,LP,LP,1,F
126,10,LP_LP2,LP_LP,LP,LP,1,F
127,10,LP_LP2,LP_LP,LP,LP,1,F
128,10,LP_LP2,LP_LP,LP,LP,1,F
129,10,LP_LP2,LP_LP,LP,LP,1,F
130,10,LP_LP2,LP_LP,LP,LP,1,F
131,10,LP_LP2,LP_LP,LP,LP,1,F
132,10,LP_LP2,LP_LP,LP,LP,1,F
133,10,LP_LP2,LP_LP,LP,LP,1,F
134,10,LP_LP2,LP_LP,LP,LP,1,F
135,10,LP_LP2,LP_LP,LP,LP,1,F
1853,10,LP_LP2,LP_LP,LP,LP,0,F
2055,10,LP_LP1,LP_LP,LP,LP,1,M
2056,10,LP_LP1,LP_LP,LP,LP,1,M
2064,10,LP_LP2,LP_LP,LP,LP,1,M
2065,10,LP_LP2,LP_LP,LP,LP,1,M
2066,10,LP_LP2,LP_LP,LP,LP,1,M
2067,10,LP_LP2,LP_LP,LP,LP,1,M
2068,10,LP_LP2,LP_LP,LP,LP,1,M
3033,10,LP_LP2,LP_LP,LP,LP,0,M
164,12,HP_HP1,HP_HP,HP,HP,1,F
165,12,HP_HP1,HP_HP,HP,HP,1,F
166,12,HP_HP1,HP_HP,HP,HP,1,F
167,12,HP_HP1,HP_HP,HP,HP,1,F
168,12,HP_HP1,HP_HP,HP,HP,1,F
169,12,HP_HP1,HP_HP,HP,HP,1,F
170,12,HP_HP1,HP_HP,HP,HP,1,F
171,12,HP_HP1,HP_HP,HP,HP,1,F
172,12,HP_HP1,HP_HP,HP,HP,1,F
202,12,HP_HP2,HP_HP,HP,HP,1,F
203,12,HP_HP2,HP_HP,HP,HP,1,F
204,12,HP_HP2,HP_HP,HP,HP,1,F
1857,12,HP_HP1,HP_HP,HP,HP,0,F
2087,12,HP_HP1,HP_HP,HP,HP,1,M
2088,12,HP_HP1,HP_HP,HP,HP,1,M
2089,12,HP_HP1,HP_HP,HP,HP,1,M
2090,12,HP_HP1,HP_HP,HP,HP,1,M
2091,12,HP_HP1,HP_HP,HP,HP,1,M
2104,12,HP_HP2,HP_HP,HP,HP,1,M
173,12,HP_LP1,HP_LP,HP,LP,1,F
197,12,HP_LP2,HP_LP,HP,LP,1,F
198,12,HP_LP2,HP_LP,HP,LP,1,F
199,12,HP_LP2,HP_LP,HP,LP,1,F
200,12,HP_LP2,HP_LP,HP,LP,1,F
201,12,HP_LP2,HP_LP,HP,LP,1,F
2092,12,HP_LP1,HP_LP,HP,LP,1,M
2103,12,HP_LP2,HP_LP,HP,LP,1,M
3037,12,HP_LP2,HP_LP,HP,LP,0,M
158,12,LP_HP1,LP_HP,LP,HP,1,F
159,12,LP_HP1,LP_HP,LP,HP,1,F
160,12,LP_HP1,LP_HP,LP,HP,1,F
161,12,LP_HP1,LP_HP,LP,HP,1,F
162,12,LP_HP1,LP_HP,LP,HP,1,F
163,12,LP_HP1,LP_HP,LP,HP,1,F
187,12,LP_HP2,LP_HP,LP,HP,1,F
188,12,LP_HP2,LP_HP,LP,HP,1,F
189,12,LP_HP2,LP_HP,LP,HP,1,F
190,12,LP_HP2,LP_HP,LP,HP,1,F
191,12,LP_HP2,LP_HP,LP,HP,1,F
192,12,LP_HP2,LP_HP,LP,HP,1,F
193,12,LP_HP2,LP_HP,LP,HP,1,F
194,12,LP_HP2,LP_HP,LP,HP,1,F
195,12,LP_HP2,LP_HP,LP,HP,1,F
196,12,LP_HP2,LP_HP,LP,HP,1,F
1856,12,LP_HP1,LP_HP,LP,HP,0,F
2084,12,LP_HP1,LP_HP,LP,HP,1,M
2085,12,LP_HP1,LP_HP,LP,HP,1,M
2086,12,LP_HP1,LP_HP,LP,HP,1,M
2098,12,LP_HP2,LP_HP,LP,HP,1,M
2099,12,LP_HP2,LP_HP,LP,HP,1,M
2100,12,LP_HP2,LP_HP,LP,HP,1,M
2101,12,LP_HP2,LP_HP,LP,HP,1,M
2102,12,LP_HP2,LP_HP,LP,HP,1,M
155,12,LP_LP1,LP_LP,LP,LP,1,F
156,12,LP_LP1,LP_LP,LP,LP,1,F
157,12,LP_LP1,LP_LP,LP,LP,1,F
174,12,LP_LP2,LP_LP,LP,LP,1,F
175,12,LP_LP2,LP_LP,LP,LP,1,F
176,12,LP_LP2,LP_LP,LP,LP,1,F
177,12,LP_LP2,LP_LP,LP,LP,1,F
178,12,LP_LP2,LP_LP,LP,LP,1,F
179,12,LP_LP2,LP_LP,LP,LP,1,F
180,12,LP_LP2,LP_LP,LP,LP,1,F
181,12,LP_LP2,LP_LP,LP,LP,1,F
182,12,LP_LP2,LP_LP,LP,LP,1,F
183,12,LP_LP2,LP_LP,LP,LP,1,F
184,12,LP_LP2,LP_LP,LP,LP,1,F
185,12,LP_LP2,LP_LP,LP,LP,1,F
186,12,LP_LP2,LP_LP,LP,LP,1,F
2082,12,LP_LP1,LP_LP,LP,LP,1,M
2083,12,LP_LP1,LP_LP,LP,LP,1,M
2093,12,LP_LP2,LP_LP,LP,LP,1,M
2094,12,LP_LP2,LP_LP,LP,LP,1,M
2095,12,LP_LP2,LP_LP,LP,LP,1,M
2096,12,LP_LP2,LP_LP,LP,LP,1,M
2097,12,LP_LP2,LP_LP,LP,LP,1,M
3035,12,LP_LP1,LP_LP,LP,LP,0,M
3036,12,LP_LP2,LP_LP,LP,LP,0,M
219,15,HP_HP1,HP_HP,HP,HP,1,F
220,15,HP_HP1,HP_HP,HP,HP,1,F
221,15,HP_HP1,HP_HP,HP,HP,1,F
222,15,HP_HP1,HP_HP,HP,HP,1,F
258,15,HP_HP2,HP_HP,HP,HP,1,F
259,15,HP_HP2,HP_HP,HP,HP,1,F
260,15,HP_HP2,HP_HP,HP,HP,1,F
261,15,HP_HP2,HP_HP,HP,HP,1,F
262,15,HP_HP2,HP_HP,HP,HP,1,F
2107,15,HP_HP1,HP_HP,HP,HP,1,M
2108,15,HP_HP1,HP_HP,HP,HP,1,M
2109,15,HP_HP1,HP_HP,HP,HP,1,M
2117,15,HP_HP2,HP_HP,HP,HP,1,M
2118,15,HP_HP2,HP_HP,HP,HP,1,M
223,15,HP_LP1,HP_LP,HP,LP,1,F
224,15,HP_LP1,HP_LP,HP,LP,1,F
225,15,HP_LP1,HP_LP,HP,LP,1,F
226,15,HP_LP1,HP_LP,HP,LP,1,F
227,15,HP_LP1,HP_LP,HP,LP,1,F
228,15,HP_LP1,HP_LP,HP,LP,1,F
251,15,HP_LP2,HP_LP,HP,LP,1,F
252,15,HP_LP2,HP_LP,HP,LP,1,F
253,15,HP_LP2,HP_LP,HP,LP,1,F
254,15,HP_LP2,HP_LP,HP,LP,1,F
255,15,HP_LP2,HP_LP,HP,LP,1,F
256,15,HP_LP2,HP_LP,HP,LP,1,F
257,15,HP_LP2,HP_LP,HP,LP,1,F
1861,15,HP_LP2,HP_LP,HP,LP,0,F
2113,15,HP_LP2,HP_LP,HP,LP,1,M
2114,15,HP_LP2,HP_LP,HP,LP,1,M
2115,15,HP_LP2,HP_LP,HP,LP,1,M
2116,15,HP_LP2,HP_LP,HP,LP,1,M
211,15,LP_HP1,LP_HP,LP,HP,1,F
212,15,LP_HP1,LP_HP,LP,HP,1,F
213,15,LP_HP1,LP_HP,LP,HP,1,F
214,15,LP_HP1,LP_HP,LP,HP,1,F
215,15,LP_HP1,LP_HP,LP,HP,1,F
216,15,LP_HP1,LP_HP,LP,HP,1,F
217,15,LP_HP1,LP_HP,LP,HP,1,F
218,15,LP_HP1,LP_HP,LP,HP,1,F
238,15,LP_HP2,LP_HP,LP,HP,1,F
239,15,LP_HP2,LP_HP,LP,HP,1,F
240,15,LP_HP2,LP_HP,LP,HP,1,F
241,15,LP_HP2,LP_HP,LP,HP,1,F
242,15,LP_HP2,LP_HP,LP,HP,1,F
243,15,LP_HP2,LP_HP,LP,HP,1,F
244,15,LP_HP2,LP_HP,LP,HP,1,F
245,15,LP_HP2,LP_HP,LP,HP,1,F
246,15,LP_HP2,LP_HP,LP,HP,1,F
247,15,LP_HP2,LP_HP,LP,HP,1,F
248,15,LP_HP2,LP_HP,LP,HP,1,F
249,15,LP_HP2,LP_HP,LP,HP,1,F
250,15,LP_HP2,LP_HP,LP,HP,1,F
1860,15,LP_HP2,LP_HP,LP,HP,0,F
2106,15,LP_HP1,LP_HP,LP,HP,1,M
2111,15,LP_HP2,LP_HP,LP,HP,1,M
2112,15,LP_HP2,LP_HP,LP,HP,1,M
3038,15,LP_HP1,LP_HP,LP,HP,0,M
3039,15,LP_HP2,LP_HP,LP,HP,0,M
3040,15,LP_HP2,LP_HP,LP,HP,0,M
205,15,LP_LP1,LP_LP,LP,LP,1,F
206,15,LP_LP1,LP_LP,LP,LP,1,F
207,15,LP_LP1,LP_LP,LP,LP,1,F
208,15,LP_LP1,LP_LP,LP,LP,1,F
209,15,LP_LP1,LP_LP,LP,LP,1,F
210,15,LP_LP1,LP_LP,LP,LP,1,F
229,15,LP_LP2,LP_LP,LP,LP,1,F
230,15,LP_LP2,LP_LP,LP,LP,1,F
231,15,LP_LP2,LP_LP,LP,LP,1,F
232,15,LP_LP2,LP_LP,LP,LP,1,F
233,15,LP_LP2,LP_LP,LP,LP,1,F
234,15,LP_LP2,LP_LP,LP,LP,1,F
235,15,LP_LP2,LP_LP,LP,LP,1,F
236,15,LP_LP2,LP_LP,LP,LP,1,F
237,15,LP_LP2,LP_LP,LP,LP,1,F
1858,15,LP_LP1,LP_LP,LP,LP,0,F
1859,15,LP_LP2,LP_LP,LP,LP,0,F
2105,15,LP_LP1,LP_LP,LP,LP,1,M
2110,15,LP_LP2,LP_LP,LP,LP,1,M
271,17,HP_HP1,HP_HP,HP,HP,1,F
272,17,HP_HP1,HP_HP,HP,HP,1,F
273,17,HP_HP1,HP_HP,HP,HP,1,F
274,17,HP_HP1,HP_HP,HP,HP,1,F
275,17,HP_HP1,HP_HP,HP,HP,1,F
276,17,HP_HP1,HP_HP,HP,HP,1,F
277,17,HP_HP1,HP_HP,HP,HP,1,F
278,17,HP_HP1,HP_HP,HP,HP,1,F
279,17,HP_HP1,HP_HP,HP,HP,1,F
280,17,HP_HP1,HP_HP,HP,HP,1,F
281,17,HP_HP1,HP_HP,HP,HP,1,F
282,17,HP_HP1,HP_HP,HP,HP,1,F
313,17,HP_HP2,HP_HP,HP,HP,1,F
314,17,HP_HP2,HP_HP,HP,HP,1,F
315,17,HP_HP2,HP_HP,HP,HP,1,F
316,17,HP_HP2,HP_HP,HP,HP,1,F
317,17,HP_HP2,HP_HP,HP,HP,1,F
318,17,HP_HP2,HP_HP,HP,HP,1,F
319,17,HP_HP2,HP_HP,HP,HP,1,F
320,17,HP_HP2,HP_HP,HP,HP,1,F
2124,17,HP_HP1,HP_HP,HP,HP,1,M
2130,17,HP_HP2,HP_HP,HP,HP,1,M
2131,17,HP_HP2,HP_HP,HP,HP,1,M
2132,17,HP_HP2,HP_HP,HP,HP,1,M
283,17,HP_LP1,HP_LP,HP,LP,1,F
284,17,HP_LP1,HP_LP,HP,LP,1,F
285,17,HP_LP1,HP_LP,HP,LP,1,F
286,17,HP_LP1,HP_LP,HP,LP,1,F
306,17,HP_LP2,HP_LP,HP,LP,1,F
307,17,HP_LP2,HP_LP,HP,LP,1,F
308,17,HP_LP2,HP_LP,HP,LP,1,F
309,17,HP_LP2,HP_LP,HP,LP,1,F
310,17,HP_LP2,HP_LP,HP,LP,1,F
311,17,HP_LP2,HP_LP,HP,LP,1,F
312,17,HP_LP2,HP_LP,HP,LP,1,F
2125,17,HP_LP1,HP_LP,HP,LP,1,M
267,17,LP_HP1,LP_HP,LP,HP,1,F
268,17,LP_HP1,LP_HP,LP,HP,1,F
269,17,LP_HP1,LP_HP,LP,HP,1,F
270,17,LP_HP1,LP_HP,LP,HP,1,F
293,17,LP_HP2,LP_HP,LP,HP,1,F
294,17,LP_HP2,LP_HP,LP,HP,1,F
295,17,LP_HP2,LP_HP,LP,HP,1,F
296,17,LP_HP2,LP_HP,LP,HP,1,F
297,17,LP_HP2,LP_HP,LP,HP,1,F
298,17,LP_HP2,LP_HP,LP,HP,1,F
299,17,LP_HP2,LP_HP,LP,HP,1,F
300,17,LP_HP2,LP_HP,LP,HP,1,F
